source,target,value
3202,7507,0.75
3203,3208,0.375
3205,7507,0.666666666666667
3205,8468,0.666666666666667
3205,8455,0.666666666666667
3205,8476,0.666666666666667
3205,9307,0.666666666666667
3205,9611,0.666666666666667
3206,7007,0.625
3207,4819,0.583333333333333
3208,4819,0.615384615384615
3208,9603,0.615384615384615
3211,7410,0.5
3213,4014,0.666666666666667
3213,4904,0.666666666666667
3213,7001,0.75
3213,5907,0.666666666666667
3213,9209,0.75
3214,8419,0.777777777777778
3214,3907,0.666666666666667
3214,4814,0.777777777777778
3214,4902,0.666666666666667
3214,9610,0.666666666666667
3214,5511,0.666666666666667
3214,7305,0.666666666666667
3214,5903,0.666666666666667
3214,5911,0.666666666666667
3214,6810,0.777777777777778
3214,7301,0.666666666666667
3214,7321,0.777777777777778
3214,7322,0.666666666666667
3214,8450,0.777777777777778
3214,8532,0.666666666666667
3214,7609,0.777777777777778
3214,8405,0.666666666666667
3214,8411,0.666666666666667
3214,8416,0.7
3214,8418,0.666666666666667
3214,8422,0.666666666666667
3214,8425,0.666666666666667
3214,8434,0.666666666666667
3214,9026,0.777777777777778
3214,8481,0.727272727272727
3214,8483,0.8
3214,8514,0.666666666666667
3214,4114,0.666666666666667
3214,7415,0.666666666666667
3214,8401,0.666666666666667
3214,8438,0.7
3214,8473,0.666666666666667
3214,8533,0.727272727272727
3214,8703,0.666666666666667
3214,8708,0.666666666666667
3214,8715,0.666666666666667
3214,8803,0.666666666666667
3214,9023,0.777777777777778
3215,4005,0.666666666666667
3215,4014,0.75
3215,4904,0.666666666666667
3215,4908,0.666666666666667
3215,5606,0.75
3215,8481,0.666666666666667
3215,8501,0.666666666666667
3215,8547,0.666666666666667
3215,9201,0.666666666666667
3215,9616,0.642857142857143
3302,8548,0.636363636363636
3303,8506,0.454545454545455
3401,3405,0.875
3401,7301,0.666666666666667
3401,7321,0.666666666666667
3401,9028,0.75
3404,3917,0.615384615384615
3405,7301,0.666666666666667
3405,7321,0.666666666666667
3405,9028,0.75
3406,6401,0.548387096774194
3503,5110,0.75
3503,2909,0.75
3503,5502,0.75
3504,9019,0.666666666666667
3504,8419,0.714285714285714
3504,7011,0.8
3504,2909,0.8
3504,9010,0.833333333333333
3504,9025,0.666666666666667
5904,3813,0.666666666666667
5904,3505,0.666666666666667
3506,8516,0.6
3601,3602,0.75
3601,6811,0.5625
3603,8607,0.615384615384615
3604,5504,0.636363636363636
3604,9206,0.545454545454545
3605,7004,0.5
3606,3801,0.8
3606,9107,0.8
3606,5405,0.8
3606,5406,0.8
3606,7011,0.8
3606,7508,0.666666666666667
3606,9025,0.666666666666667
3606,8510,1
3701,9014,0.5
3702,8545,0.714285714285714
3703,5901,0.714285714285714
3703,7321,0.666666666666667
3703,7007,0.714285714285714
3703,8523,0.714285714285714
3704,3706,0.32
3706,4901,0.4
3801,7011,0.8
3801,8510,0.8
3802,7007,0.555555555555556
3803,3805,0.6875
3803,3806,0.625
3804,3810,0.666666666666667
3804,9019,0.666666666666667
3804,3816,0.666666666666667
3804,7508,0.666666666666667
3804,7218,0.666666666666667
3804,7221,0.666666666666667
3804,7222,0.666666666666667
3804,8209,0.666666666666667
3804,8514,0.666666666666667
3804,7223,0.666666666666667
3804,8208,0.666666666666667
3804,9029,0.833333333333333
3804,9703,0.666666666666667
3807,7301,0.555555555555556
3808,9025,0.666666666666667
3808,8423,0.666666666666667
9107,4906,0.75
9107,7002,0.75
9107,5110,0.75
9107,5405,0.8
9107,7508,0.666666666666667
9107,9108,0.75
9107,9109,0.75
9107,2909,0.75
9107,5502,0.75
9107,9025,0.666666666666667
9107,8510,0.8
9107,3809,0.75
9107,9016,0.5
3810,9019,0.833333333333333
3810,7508,0.666666666666667
3810,8406,0.666666666666667
3810,8443,0.666666666666667
3810,8471,0.666666666666667
3810,5502,0.8
3810,9025,0.666666666666667
3810,9029,0.666666666666667
3810,8530,0.666666666666667
9019,8419,0.714285714285714
9019,7508,0.666666666666667
9019,8302,0.666666666666667
9019,8406,0.666666666666667
9019,8425,0.666666666666667
9019,8434,0.666666666666667
9019,8443,0.666666666666667
9019,8471,0.666666666666667
9019,9026,0.75
9019,5502,0.666666666666667
9019,9010,0.666666666666667
9019,9025,0.666666666666667
9019,9029,0.666666666666667
9019,8530,0.666666666666667
9019,9024,0.666666666666667
3811,8805,0.75
3812,7507,0.75
3813,8804,0.666666666666667
3813,7507,0.666666666666667
8419,5903,0.714285714285714
8419,6810,0.857142857142857
8419,8450,0.666666666666667
8419,7609,0.75
8419,8302,0.714285714285714
8419,9026,0.75
8419,9618,0.714285714285714
8419,9010,0.714285714285714
8419,8401,0.75
8419,8438,0.7
8419,8473,0.75
8419,8708,0.714285714285714
8419,9023,0.777777777777778
8419,3814,0.571428571428571
3816,7218,1
3816,7219,0.714285714285714
3816,7221,0.8
3816,7223,0.833333333333333
3816,8507,0.714285714285714
3816,9029,0.666666666666667
3816,4304,0.8
3816,7211,0.8
3821,9004,0.6
3823,9603,0.615384615384615
3825,9209,0.666666666666667
3901,4007,0.666666666666667
3901,8302,0.666666666666667
3901,6507,0.666666666666667
3901,8404,0.714285714285714
3901,8603,0.8
3901,9207,0.8
3907,5505,0.75
3907,5903,0.75
3907,8450,0.666666666666667
3907,8425,0.666666666666667
3907,9026,0.875
3907,8481,0.727272727272727
3907,8442,0.75
3907,9612,0.75
3907,9025,0.75
3907,8473,0.75
3907,9023,0.666666666666667
3907,8516,0.7
3912,9028,0.7
3917,4817,0.692307692307692
3919,4818,0.666666666666667
3919,4910,0.666666666666667
3919,7612,0.666666666666667
3919,7616,0.666666666666667
3919,8416,0.75
3919,8481,0.666666666666667
3919,8483,0.666666666666667
3919,8533,0.666666666666667
3919,8310,0.666666666666667
4004,7904,0.285714285714286
4005,4908,0.666666666666667
4005,7412,0.666666666666667
4007,5801,0.666666666666667
4007,6507,0.666666666666667
4007,8523,0.714285714285714
4008,8215,0.666666666666667
4008,8518,0.714285714285714
4008,8522,0.714285714285714
4008,9010,0.714285714285714
4008,4816,0.75
4008,7020,0.625
4009,4017,0.583333333333333
4009,7609,0.666666666666667
4009,8207,0.666666666666667
4009,8481,0.75
4009,8483,0.666666666666667
4009,8501,0.75
4009,8607,0.692307692307692
4009,8533,0.666666666666667
4010,8474,0.625
4010,7325,0.625
4011,5106,0.714285714285714
4014,4904,0.777777777777778
4014,6903,0.666666666666667
4014,7001,0.666666666666667
4014,7015,0.666666666666667
4014,7319,0.666666666666667
4014,8482,0.666666666666667
4014,9612,0.666666666666667
4014,9209,0.666666666666667
4014,4016,0.555555555555556
4014,5908,0.555555555555556
4015,6216,0.625
4015,7101,0.375
4015,8906,0.444444444444444
4017,7114,0.636363636363636
4101,4103,0.488888888888889
4101,4102,0.538461538461538
4104,4115,0.5
4105,5207,0.45
4115,5516,0.615384615384615
4115,5702,0.615384615384615
4115,7003,0.615384615384615
4201,5504,0.545454545454545
4202,6116,0.666666666666667
4202,4203,0.666666666666667
4205,5207,0.5
4206,6306,0.6
4206,8505,0.588235294117647
4206,7602,0.5
4206,7604,0.5
4206,9008,0.571428571428571
4301,5102,0.375
4303,7503,0.647058823529412
4402,7013,0.411764705882353
4403,4412,0.464285714285714
4403,4407,0.633333333333333
4405,6815,0.75
4405,7325,0.75
4405,9702,0.7
4406,4407,0.5
4408,6115,0.421052631578947
4409,4410,0.5
4410,4411,0.666666666666667
4411,4702,0.555555555555556
4412,8105,0.476190476190476
4414,4602,0.619047619047619
4414,6105,0.6
4414,4420,0.7
4415,7323,0.5
4416,4804,0.5
4416,8104,0.5
4417,4602,0.433333333333333
4418,7213,0.6
4419,4420,0.642857142857143
4501,4504,0.555555555555556
4502,4503,0.4
4503,4504,0.625
4601,9705,0.5
4602,6401,0.636363636363636
4602,6504,0.478260869565217
4801,4804,0.833333333333333
4801,4701,0.666666666666667
7502,4701,0.6
4702,4704,0.6
4702,4804,0.666666666666667
4703,4705,0.571428571428571
4704,4707,0.615384615384615
4802,8304,0.727272727272727
4804,8608,0.666666666666667
4804,4701,0.666666666666667
4806,6809,0.571428571428571
4806,6901,0.583333333333333
4807,7410,0.5
4809,4810,0.727272727272727
4809,7409,0.818181818181818
4809,8412,0.727272727272727
4809,5104,0.727272727272727
4810,7409,0.8
4810,8439,0.7
4813,6001,0.6875
4813,6306,0.625
4813,6501,0.625
4813,7014,0.6875
4813,7615,0.647058823529412
4813,9306,0.5625
4814,7305,0.75
4814,5903,0.75
4814,6810,0.75
4814,7217,0.666666666666667
4814,8450,0.777777777777778
4814,8532,0.666666666666667
4814,9026,0.75
4814,4114,0.666666666666667
4814,7415,0.666666666666667
4817,7205,0.571428571428571
4818,8481,0.666666666666667
4820,7020,0.625
4821,9701,0.523809523809524
4822,5506,0.714285714285714
4822,5801,0.714285714285714
4822,5901,0.714285714285714
4822,6810,0.714285714285714
4822,7007,0.714285714285714
4822,5404,0.714285714285714
4901,5207,0.55
4901,9701,0.5
4902,7301,0.666666666666667
4902,7321,0.666666666666667
4902,9302,0.666666666666667
4902,8803,0.666666666666667
4902,7413,0.555555555555556
4903,7409,0.7
4903,8304,0.7
4904,5505,0.666666666666667
4904,6815,0.666666666666667
4904,6903,0.666666666666667
4904,7001,0.777777777777778
4904,7006,0.7
4904,9612,0.666666666666667
4904,5907,0.666666666666667
4904,9201,0.666666666666667
4904,4816,0.666666666666667
4905,5504,0.636363636363636
4906,5405,0.8
4906,5406,0.8
4906,9108,0.75
4906,9109,0.75
4906,9110,0.8
4906,8448,0.666666666666667
4906,5502,0.75
4906,2802,0.75
4908,4909,0.692307692307692
4908,5203,0.5
4909,6001,0.666666666666667
4909,9706,0.571428571428571
4910,9615,0.666666666666667
4910,5606,0.666666666666667
4910,6602,0.583333333333333
5001,5003,0.4
5002,6703,0.5
5003,5302,0.466666666666667
5004,6215,0.666666666666667
5004,5005,0.666666666666667
5004,6217,0.666666666666667
6215,8512,0.666666666666667
6215,9004,0.666666666666667
6215,9003,0.666666666666667
6215,9110,0.666666666666667
6215,8448,0.666666666666667
6215,9703,0.666666666666667
6215,9111,0.666666666666667
9208,5005,0.5
6909,7107,0.666666666666667
6909,5006,0.5
5007,9615,0.636363636363636
5007,7113,0.6
9615,6505,0.6
9615,6506,0.727272727272727
9615,6701,0.727272727272727
9615,7616,0.727272727272727
5102,5701,0.5
5103,5111,0.6
5106,5111,0.714285714285714
5106,5514,0.666666666666667
5106,6001,0.666666666666667
5106,7606,0.714285714285714
5106,5204,0.625
5107,5401,0.666666666666667
5109,6803,0.714285714285714
7002,5110,0.75
7002,2909,0.75
5110,5506,0.666666666666667
5110,5801,0.666666666666667
5110,2909,0.75
5110,8475,0.75
5111,5401,0.7
5113,7015,0.714285714285714
5113,8449,0.714285714285714
5113,8512,0.714285714285714
5113,9205,0.714285714285714
5113,8442,0.714285714285714
5113,8404,0.714285714285714
5113,8715,0.714285714285714
5202,5204,0.555555555555556
5207,6401,0.636363636363636
5208,6105,0.631578947368421
5208,7010,0.5
5301,7208,0.583333333333333
5310,5307,0.6
5310,5303,0.4
5306,5901,0.571428571428571
5308,5307,0.4
5307,6803,0.333333333333333
5309,5702,0.583333333333333
5311,5605,0.555555555555556
9610,6810,0.75
9610,7321,0.666666666666667
9610,7415,0.666666666666667
9610,5404,0.75
5405,5406,0.8
5405,5506,0.666666666666667
5405,5801,0.666666666666667
5405,7508,0.666666666666667
5405,8441,0.666666666666667
5405,9110,0.8
5405,9618,0.714285714285714
5405,8448,0.666666666666667
5405,9025,0.666666666666667
5405,8510,0.8
5406,8449,0.8
5406,9110,0.8
5406,9205,0.714285714285714
5406,8448,0.666666666666667
5406,8510,0.8
5407,5508,0.727272727272727
5408,6105,0.578947368421053
7011,5903,0.714285714285714
7011,8471,0.666666666666667
7011,2909,0.8
7011,9010,0.666666666666667
7011,9025,0.666666666666667
7011,8510,0.8
7011,8523,0.714285714285714
8103,7107,0.75
8103,5502,0.75
8103,9611,0.75
8103,8208,0.75
5503,8452,0.625
5503,7804,0.625
5504,5508,0.727272727272727
5504,9702,0.727272727272727
5505,7001,0.75
5505,8442,0.75
5505,9612,0.75
5506,5507,0.666666666666667
5506,7115,0.666666666666667
5506,5801,0.833333333333333
5506,6810,0.714285714285714
5506,8448,0.666666666666667
5506,5404,0.714285714285714
5506,6803,0.666666666666667
6802,5507,0.6
5507,7115,0.8
5507,5801,0.666666666666667
5507,8448,0.666666666666667
5507,6803,0.666666666666667
7115,5801,0.666666666666667
7115,8448,0.666666666666667
5508,7610,0.666666666666667
5508,7612,0.727272727272727
5508,7616,0.818181818181818
5511,5911,0.666666666666667
5511,8450,0.666666666666667
